geo_id,geo_name,geo_type,sample_size,vulnerability_rate,median_gap,coverage_pct
06073013505,06073013505,tract,1959,45.58448187850944,-10636.5,110.00860799819796
06073013506,06073013506,tract,1211,57.30800990916598,12478.73000000001,90.00036573064244
06073013601,06073013601,tract,1996,29.358717434869742,-36231.25,148.1131884207682
06073013604,06073013604,tract,2023,39.94068215521503,-13837.779999999999,116.1575140297674
06073013605,06073013605,tract,2332,30.403087478559176,-42076.805,142.11603799294127
06073013607,06073013607,tract,952,43.59243697478992,-6247.199999999997,107.82132558616742
06073013608,06073013608,tract,1562,58.57874519846351,18790.184999999998,79.699437577001
06073013701,06073013701,tract,850,34.23529411764706,-35833.445,138.75038347240576
06073013702,06073013702,tract,1685,50.91988130563798,2054.8399999999965,97.85980491826423
06073013801,06073013801,tract,1806,41.80509413067553,-13209.169999999998,115.37281794406123
06073013802,06073013802,tract,879,51.42207053469852,1726.9100000000035,98.34055227905907
06073013903,06073013903,tract,1161,35.228251507321275,-26425.179999999993,136.28553641580228
06073013905,06073013905,tract,1217,32.86770747740345,-30374.699999999997,133.46057515630994
06073013906,06073013906,tract,1712,54.731308411214954,6695.540000000001,90.94029777889044
06073013907,06073013907,tract,1239,58.67635189669088,11711.73000000001,84.56783111842101
06073013908,06073013908,tract,1107,42.27642276422765,-11195.049999999988,113.47459492927167
06073013909,06073013909,tract,1501,45.436375749500336,-10309.050000000003,113.28403467895714
06073014001,06073014001,tract,1522,47.76609724047306,-4277.524999999994,104.88526784117771
06073014002,06073014002,tract,1202,53.74376039933444,6207.520000000004,91.72464268360856
06073014101,06073014101,tract,1260,36.904761904761905,-20997.649999999994,124.60544862048002
06073014102,06073014102,tract,1065,44.60093896713615,-9723.070000000007,110.49468612267985
06073014200,06073014200,tract,1999,39.469734867433715,-17145.0,118.25203835989244
06073014300,06073014300,tract,1253,56.424581005586596,7369.1600000000035,90.70540854396758
06073014400,06073014400,tract,1992,66.96787148594377,26622.18,68.05752064022363
06073014500,06073014500,tract,1441,45.59333795975017,-5104.029999999999,106.87142926803539
06073014601,06073014601,tract,2300,44.78260869565218,-7215.384999999995,110.2515189240436
06073014602,06073014602,tract,1902,36.75078864353312,-34506.745,134.98348068669196
06073014701,06073014701,tract,1453,33.86097728836889,-29730.25,136.86549240701416
06073014702,06073014702,tract,1588,34.949622166246854,-34567.784999999996,139.32171725219956
06073014803,06073014803,tract,2146,40.82013047530289,-10801.989999999998,116.27590910659708
06073014804,06073014804,tract,1945,42.9305912596401,-9860.839999999997,113.44083151633733
06073014805,06073014805,tract,2251,38.47179031541537,-21306.11,127.92896458884013
06073014806,06073014806,tract,1618,53.64647713226205,7890.794999999998,90.40555089680376
06073014901,06073014901,tract,1853,48.677819751753916,-2662.4900000000052,102.96518128943532
06073014902,06073014902,tract,1477,49.15368991198375,-1389.1100000000006,101.56749592848165
06073015001,06073015001,tract,1585,39.17981072555205,-19172.26999999999,121.6163517958994
06073015002,06073015002,tract,1206,46.185737976782754,-2467.720000000001,104.28255677977462
06073015100,06073015100,tract,1762,37.74120317820658,-18676.550000000003,120.45502212628053
06073015200,06073015200,tract,1384,19.21965317919075,-74803.625,185.63820897918194
06073015301,06073015301,tract,1079,58.109360518999075,13637.550000000003,82.29386544668415
06073015302,06073015302,tract,1416,40.11299435028249,-16275.0,120.83670453020699
06073015403,06073015403,tract,829,26.05548854041013,-56818.82000000001,157.25318059898657
06073015405,06073015405,tract,1732,36.66281755196305,-32195.39,128.17328731779847
06073015406,06073015406,tract,861,26.94541231126597,-58177.2,150.889575252191
06073015407,06073015407,tract,1266,71.80094786729858,29624.020000000004,61.08331825176629
06073015408,06073015408,tract,1391,43.493889288281814,-15253.259999999995,114.32458711217154
06073015501,06073015501,tract,1865,42.03753351206434,-16416.4,117.72713319997483
06073015502,06073015502,tract,992,35.483870967741936,-33790.09,133.29325988011834
06073015601,06073015601,tract,2076,65.94412331406551,30643.71,72.09422522738441
06073015602,06073015602,tract,822,36.61800486618005,-31639.589999999997,126.69788067521255
06073015701,06073015701,tract,2336,78.03938356164383,30181.33,55.99765343724975
06073015704,06073015704,tract,1436,80.29247910863509,42491.899999999994,49.11706905884291
06073015705,06073015705,tract,1280,64.921875,19129.61,76.21797273482798
06073015706,06073015706,tract,811,76.32552404438965,35434.09,47.497004387181974
